"Code No. (Octal)",,,"Eqpt. ID (Hex)",,,"Transmission Order Bit Position",,,,,,,,"Parameter","Data",,,,"Notes & Cross Ref. to Tables in Att. 6"
,,,0,3,8,1,1,1,1,1,1,0,1,"Along Heading Acceleration","X",,,,
,,,1,0,"A",1,1,1,1,1,1,0,1,"Right Thrust Reverser Position","X",,,,
,,,1,0,"B",1,1,1,1,1,1,0,1,"Right Thrust Reverser Position","X",,,,
,,,"X","X","X",1,1,1,1,1,1,0,1,"GPS Differential Correction Word A","X",,,,
,,,,,,1,1,1,1,1,1,0,1,"Cabin Terminal #2 - System Address Label",,,,"X","See Attachment 11"
"3     7      6",,,0,0,4,1,1,1,1,1,1,1,0,"Cross Heading Acceleration","X",,,,
,,,0,0,5,1,1,1,1,1,1,1,0,"Cross Heading Acceleration","X",,,,
,,,0,3,3,1,1,1,1,1,1,1,0,"Spare DC2","X",,,,
,,,0,3,8,1,1,1,1,1,1,1,0,"Cross Heading Acceleration","X",,,,
,,,"X","X","X",1,1,1,1,1,1,1,0,"GPS Differential Correction Word B","X",,,,
"3     7      7",,,0,3,0,1,1,1,1,1,1,1,1,"Equipment Identification",,,"X",,
,,,"X","X","X",1,1,1,1,1,1,1,1,"Equipment Identification",,,"X",,"6-17/Note 2"
